tool	rank	metric	sample	value
KSSD2.L3K11S48	family	Bray-Curtis distance	13	0.18454116396320935
KSSD2.L3K11S48	genus	Bray-Curtis distance	13	0.1667582977619362
KSSD2.L3K11S48	species	Bray-Curtis distance	13	0.5777373534079033
KSSD2.L3K11S48	superkingdom	Shannon diversity	13	0.0
KSSD2.L3K11S48	superkingdom	Shannon equitability	13	0.0
KSSD2.L3K11S48	phylum	Shannon diversity	13	0.7159671013291731
KSSD2.L3K11S48	phylum	Shannon equitability	13	0.44485537205119674
KSSD2.L3K11S48	class	Shannon diversity	13	1.4871351093537082
KSSD2.L3K11S48	class	Shannon equitability	13	0.6458545718369044
KSSD2.L3K11S48	order	Shannon diversity	13	1.4952824505261058
KSSD2.L3K11S48	order	Shannon equitability	13	0.5829676309889984
KSSD2.L3K11S48	family	Shannon diversity	13	1.7054540268415506
KSSD2.L3K11S48	family	Shannon equitability	13	0.601950442743542
KSSD2.L3K11S48	genus	Shannon diversity	13	1.7841894997794299
KSSD2.L3K11S48	genus	Shannon equitability	13	0.5690297531774321
KSSD2.L3K11S48	species	Shannon diversity	13	2.39431980796491
KSSD2.L3K11S48	species	Shannon equitability	13	0.612041341434511
KSSD2.L3K11S48	superkingdom	True positives	13	1.0
KSSD2.L3K11S48	superkingdom	False negatives	13	2.0
KSSD2.L3K11S48	superkingdom	False positives	13	0.0
KSSD2.L3K11S48	superkingdom	Completeness	13	0.3333333333333333
KSSD2.L3K11S48	superkingdom	Purity	13	1.0
KSSD2.L3K11S48	superkingdom	F1 score	13	0.5
KSSD2.L3K11S48	superkingdom	Jaccard index	13	0.3333333333333333
KSSD2.L3K11S48	superkingdom	Taxon counts	13	1.0
KSSD2.L3K11S48	phylum	True positives	13	5.0
KSSD2.L3K11S48	phylum	False negatives	13	6.0
KSSD2.L3K11S48	phylum	False positives	13	0.0
KSSD2.L3K11S48	phylum	Completeness	13	0.45454545454545453
KSSD2.L3K11S48	phylum	Purity	13	1.0
KSSD2.L3K11S48	phylum	F1 score	13	0.625
KSSD2.L3K11S48	phylum	Jaccard index	13	0.45454545454545453
KSSD2.L3K11S48	phylum	Taxon counts	13	5.0
KSSD2.L3K11S48	class	True positives	13	10.0
KSSD2.L3K11S48	class	False negatives	13	10.0
KSSD2.L3K11S48	class	False positives	13	0.0
KSSD2.L3K11S48	class	Completeness	13	0.5
KSSD2.L3K11S48	class	Purity	13	1.0
KSSD2.L3K11S48	class	F1 score	13	0.6666666666666666
KSSD2.L3K11S48	class	Jaccard index	13	0.5
KSSD2.L3K11S48	class	Taxon counts	13	10.0
KSSD2.L3K11S48	order	True positives	13	13.0
KSSD2.L3K11S48	order	False negatives	13	24.0
KSSD2.L3K11S48	order	False positives	13	0.0
KSSD2.L3K11S48	order	Completeness	13	0.35135135135135137
KSSD2.L3K11S48	order	Purity	13	1.0
KSSD2.L3K11S48	order	F1 score	13	0.52
KSSD2.L3K11S48	order	Jaccard index	13	0.35135135135135137
KSSD2.L3K11S48	order	Taxon counts	13	13.0
KSSD2.L3K11S48	family	True positives	13	15.0
KSSD2.L3K11S48	family	False negatives	13	39.0
KSSD2.L3K11S48	family	False positives	13	2.0
KSSD2.L3K11S48	family	Completeness	13	0.2777777777777778
KSSD2.L3K11S48	family	Purity	13	0.8823529411764706
KSSD2.L3K11S48	family	F1 score	13	0.42253521126760574
KSSD2.L3K11S48	family	Jaccard index	13	0.26785714285714285
KSSD2.L3K11S48	family	Taxon counts	13	17.0
KSSD2.L3K11S48	genus	True positives	13	22.0
KSSD2.L3K11S48	genus	False negatives	13	64.0
KSSD2.L3K11S48	genus	False positives	13	1.0
KSSD2.L3K11S48	genus	Completeness	13	0.2558139534883721
KSSD2.L3K11S48	genus	Purity	13	0.9565217391304348
KSSD2.L3K11S48	genus	F1 score	13	0.4036697247706422
KSSD2.L3K11S48	genus	Jaccard index	13	0.25287356321839083
KSSD2.L3K11S48	genus	Taxon counts	13	23.0
KSSD2.L3K11S48	species	True positives	13	25.0
KSSD2.L3K11S48	species	False negatives	13	77.0
KSSD2.L3K11S48	species	False positives	13	25.0
KSSD2.L3K11S48	species	Completeness	13	0.24509803921568626
KSSD2.L3K11S48	species	Purity	13	0.5
KSSD2.L3K11S48	species	F1 score	13	0.3289473684210526
KSSD2.L3K11S48	species	Jaccard index	13	0.1968503937007874
KSSD2.L3K11S48	species	Taxon counts	13	50.0
KSSD2.L3K11S48	strain	True positives	13	0.0
KSSD2.L3K11S48	strain	False negatives	13	179.0
KSSD2.L3K11S48	strain	False positives	13	0.0
KSSD2.L3K11S48	strain	Completeness	13	0.0
KSSD2.L3K11S48	strain	Purity	13	0.0
KSSD2.L3K11S48	strain	Jaccard index	13	0.0
KSSD2.L3K11S48	strain	Taxon counts	13	0.0
KSSD2.L3K11S48	superkingdom	L1 norm error	13	0.019099999999999985
KSSD2.L3K11S48	phylum	L1 norm error	13	0.08371100000000013
KSSD2.L3K11S48	class	L1 norm error	13	0.31852
KSSD2.L3K11S48	order	L1 norm error	13	0.35155800000000004
KSSD2.L3K11S48	family	L1 norm error	13	0.36660799999999993
KSSD2.L3K11S48	genus	L1 norm error	13	0.32394
KSSD2.L3K11S48	species	L1 norm error	13	0.9702550000000006
KSSD2.L3K11S48	na	Weighted UniFrac error	13	3.688074000000002
KSSD2.L3K11S48	na	Unweighted UniFrac error	13	1298.9996990000004
KSSD2.L3K11S48	superkingdom	Bray-Curtis distance	4	0.010079999999999976
KSSD2.L3K11S48	phylum	Bray-Curtis distance	4	0.013548506774253392
KSSD2.L3K11S48	class	Bray-Curtis distance	4	0.03811152247548111
KSSD2.L3K11S48	order	Bray-Curtis distance	4	0.0970913207667936
KSSD2.L3K11S48	family	Bray-Curtis distance	4	0.16844577978690664
KSSD2.L3K11S48	genus	Bray-Curtis distance	4	0.22565101227175394
KSSD2.L3K11S48	species	Bray-Curtis distance	4	0.4593517819916857
KSSD2.L3K11S48	superkingdom	Shannon diversity	4	0.0
KSSD2.L3K11S48	superkingdom	Shannon equitability	4	0.0
KSSD2.L3K11S48	phylum	Shannon diversity	4	0.7033773524376221
KSSD2.L3K11S48	phylum	Shannon equitability	4	0.43703292124754295
KSSD2.L3K11S48	class	Shannon diversity	4	1.4829574572318298
KSSD2.L3K11S48	class	Shannon equitability	4	0.6184412947698095
KSSD2.L3K11S48	order	Shannon diversity	4	1.6773554388723886
KSSD2.L3K11S48	order	Shannon equitability	4	0.5696689422808965
KSSD2.L3K11S48	family	Shannon diversity	4	2.047116665365283
KSSD2.L3K11S48	family	Shannon equitability	4	0.6283167614819721
KSSD2.L3K11S48	genus	Shannon diversity	4	2.164510611653881
KSSD2.L3K11S48	genus	Shannon equitability	4	0.6040181868234854
KSSD2.L3K11S48	species	Shannon diversity	4	2.620333496980793
KSSD2.L3K11S48	species	Shannon equitability	4	0.6453319231854386
KSSD2.L3K11S48	superkingdom	True positives	4	1.0
KSSD2.L3K11S48	superkingdom	False negatives	4	1.0
KSSD2.L3K11S48	superkingdom	False positives	4	0.0
KSSD2.L3K11S48	superkingdom	Completeness	4	0.5
KSSD2.L3K11S48	superkingdom	Purity	4	1.0
KSSD2.L3K11S48	superkingdom	F1 score	4	0.6666666666666666
KSSD2.L3K11S48	superkingdom	Jaccard index	4	0.5
KSSD2.L3K11S48	superkingdom	Taxon counts	4	1.0
KSSD2.L3K11S48	phylum	True positives	4	5.0
KSSD2.L3K11S48	phylum	False negatives	4	4.0
KSSD2.L3K11S48	phylum	False positives	4	0.0
KSSD2.L3K11S48	phylum	Completeness	4	0.5555555555555556
KSSD2.L3K11S48	phylum	Purity	4	1.0
KSSD2.L3K11S48	phylum	F1 score	4	0.7142857142857143
KSSD2.L3K11S48	phylum	Jaccard index	4	0.5555555555555556
KSSD2.L3K11S48	phylum	Taxon counts	4	5.0
KSSD2.L3K11S48	class	True positives	4	11.0
KSSD2.L3K11S48	class	False negatives	4	9.0
KSSD2.L3K11S48	class	False positives	4	0.0
KSSD2.L3K11S48	class	Completeness	4	0.55
KSSD2.L3K11S48	class	Purity	4	1.0
KSSD2.L3K11S48	class	F1 score	4	0.7096774193548387
KSSD2.L3K11S48	class	Jaccard index	4	0.55
KSSD2.L3K11S48	class	Taxon counts	4	11.0
KSSD2.L3K11S48	order	True positives	4	19.0
KSSD2.L3K11S48	order	False negatives	4	21.0
KSSD2.L3K11S48	order	False positives	4	0.0
KSSD2.L3K11S48	order	Completeness	4	0.475
KSSD2.L3K11S48	order	Purity	4	1.0
KSSD2.L3K11S48	order	F1 score	4	0.6440677966101694
KSSD2.L3K11S48	order	Jaccard index	4	0.475
KSSD2.L3K11S48	order	Taxon counts	4	19.0
KSSD2.L3K11S48	family	True positives	4	23.0
KSSD2.L3K11S48	family	False negatives	4	37.0
KSSD2.L3K11S48	family	False positives	4	3.0
KSSD2.L3K11S48	family	Completeness	4	0.38333333333333336
KSSD2.L3K11S48	family	Purity	4	0.8846153846153846
KSSD2.L3K11S48	family	F1 score	4	0.5348837209302326
KSSD2.L3K11S48	family	Jaccard index	4	0.36507936507936506
KSSD2.L3K11S48	family	Taxon counts	4	26.0
KSSD2.L3K11S48	genus	True positives	4	33.0
KSSD2.L3K11S48	genus	False negatives	4	61.0
KSSD2.L3K11S48	genus	False positives	4	3.0
KSSD2.L3K11S48	genus	Completeness	4	0.35106382978723405
KSSD2.L3K11S48	genus	Purity	4	0.9166666666666666
KSSD2.L3K11S48	genus	F1 score	4	0.5076923076923077
KSSD2.L3K11S48	genus	Jaccard index	4	0.3402061855670103
KSSD2.L3K11S48	genus	Taxon counts	4	36.0
KSSD2.L3K11S48	species	True positives	4	32.0
KSSD2.L3K11S48	species	False negatives	4	89.0
KSSD2.L3K11S48	species	False positives	4	26.0
KSSD2.L3K11S48	species	Completeness	4	0.2644628099173554
KSSD2.L3K11S48	species	Purity	4	0.5517241379310345
KSSD2.L3K11S48	species	F1 score	4	0.3575418994413408
KSSD2.L3K11S48	species	Jaccard index	4	0.21768707482993196
KSSD2.L3K11S48	species	Taxon counts	4	58.0
KSSD2.L3K11S48	strain	True positives	4	0.0
KSSD2.L3K11S48	strain	False negatives	4	192.0
KSSD2.L3K11S48	strain	False positives	4	0.0
KSSD2.L3K11S48	strain	Completeness	4	0.0
KSSD2.L3K11S48	strain	Purity	4	0.0
KSSD2.L3K11S48	strain	Jaccard index	4	0.0
KSSD2.L3K11S48	strain	Taxon counts	4	0.0
KSSD2.L3K11S48	superkingdom	L1 norm error	4	0.020159999999999956
KSSD2.L3K11S48	phylum	L1 norm error	4	0.027097000000000006
KSSD2.L3K11S48	class	L1 norm error	4	0.07620700000000002
KSSD2.L3K11S48	order	L1 norm error	4	0.19416400000000003
KSSD2.L3K11S48	family	L1 norm error	4	0.33666500000000016
KSSD2.L3K11S48	genus	L1 norm error	4	0.41181399999999996
KSSD2.L3K11S48	species	L1 norm error	4	0.714151
KSSD2.L3K11S48	na	Weighted UniFrac error	4	3.327939999999987
KSSD2.L3K11S48	na	Unweighted UniFrac error	4	1334.9992360000006
KSSD2.L3K11S48	superkingdom	Bray-Curtis distance	15	0.009894950525247397
KSSD2.L3K11S48	phylum	Bray-Curtis distance	15	0.018422092110460583
KSSD2.L3K11S48	class	Bray-Curtis distance	15	0.17028301650887961
KSSD2.L3K11S48	order	Bray-Curtis distance	15	0.18622407136999178
KSSD2.L3K11S48	family	Bray-Curtis distance	15	0.18227754181768852
KSSD2.L3K11S48	genus	Bray-Curtis distance	15	0.1533777157393737
KSSD2.L3K11S48	species	Bray-Curtis distance	15	0.6747600465239996
KSSD2.L3K11S48	superkingdom	Shannon diversity	15	0.0
KSSD2.L3K11S48	superkingdom	Shannon equitability	15	0.0
KSSD2.L3K11S48	phylum	Shannon diversity	15	0.6351279761964624
KSSD2.L3K11S48	phylum	Shannon equitability	15	0.45814799079424
KSSD2.L3K11S48	class	Shannon diversity	15	1.4622120573622475
KSSD2.L3K11S48	class	Shannon equitability	15	0.7514283524715218
KSSD2.L3K11S48	order	Shannon diversity	15	1.4623549589564002
KSSD2.L3K11S48	order	Shannon equitability	15	0.6098493856446932
KSSD2.L3K11S48	family	Shannon diversity	15	1.7043783761952271
KSSD2.L3K11S48	family	Shannon equitability	15	0.6293747344497247
KSSD2.L3K11S48	genus	Shannon diversity	15	1.7623836159983741
KSSD2.L3K11S48	genus	Shannon equitability	15	0.5788702997098675
KSSD2.L3K11S48	species	Shannon diversity	15	2.288909379045286
KSSD2.L3K11S48	species	Shannon equitability	15	0.6292385330654147
KSSD2.L3K11S48	superkingdom	True positives	15	1.0
KSSD2.L3K11S48	superkingdom	False negatives	15	2.0
KSSD2.L3K11S48	superkingdom	False positives	15	0.0
KSSD2.L3K11S48	superkingdom	Completeness	15	0.3333333333333333
KSSD2.L3K11S48	superkingdom	Purity	15	1.0
KSSD2.L3K11S48	superkingdom	F1 score	15	0.5
KSSD2.L3K11S48	superkingdom	Jaccard index	15	0.3333333333333333
KSSD2.L3K11S48	superkingdom	Taxon counts	15	1.0
KSSD2.L3K11S48	phylum	True positives	15	4.0
KSSD2.L3K11S48	phylum	False negatives	15	8.0
KSSD2.L3K11S48	phylum	False positives	15	0.0
KSSD2.L3K11S48	phylum	Completeness	15	0.3333333333333333
KSSD2.L3K11S48	phylum	Purity	15	1.0
KSSD2.L3K11S48	phylum	F1 score	15	0.5
KSSD2.L3K11S48	phylum	Jaccard index	15	0.3333333333333333
KSSD2.L3K11S48	phylum	Taxon counts	15	4.0
KSSD2.L3K11S48	class	True positives	15	7.0
KSSD2.L3K11S48	class	False negatives	15	16.0
KSSD2.L3K11S48	class	False positives	15	0.0
KSSD2.L3K11S48	class	Completeness	15	0.30434782608695654
KSSD2.L3K11S48	class	Purity	15	1.0
KSSD2.L3K11S48	class	F1 score	15	0.4666666666666667
KSSD2.L3K11S48	class	Jaccard index	15	0.30434782608695654
KSSD2.L3K11S48	class	Taxon counts	15	7.0
KSSD2.L3K11S48	order	True positives	15	11.0
KSSD2.L3K11S48	order	False negatives	15	31.0
KSSD2.L3K11S48	order	False positives	15	0.0
KSSD2.L3K11S48	order	Completeness	15	0.2619047619047619
KSSD2.L3K11S48	order	Purity	15	1.0
KSSD2.L3K11S48	order	F1 score	15	0.41509433962264153
KSSD2.L3K11S48	order	Jaccard index	15	0.2619047619047619
KSSD2.L3K11S48	order	Taxon counts	15	11.0
KSSD2.L3K11S48	family	True positives	15	13.0
KSSD2.L3K11S48	family	False negatives	15	49.0
KSSD2.L3K11S48	family	False positives	15	2.0
KSSD2.L3K11S48	family	Completeness	15	0.20967741935483872
KSSD2.L3K11S48	family	Purity	15	0.8666666666666667
KSSD2.L3K11S48	family	F1 score	15	0.33766233766233766
KSSD2.L3K11S48	family	Jaccard index	15	0.203125
KSSD2.L3K11S48	family	Taxon counts	15	15.0
KSSD2.L3K11S48	genus	True positives	15	21.0
KSSD2.L3K11S48	genus	False negatives	15	75.0
KSSD2.L3K11S48	genus	False positives	15	0.0
KSSD2.L3K11S48	genus	Completeness	15	0.21875
KSSD2.L3K11S48	genus	Purity	15	1.0
KSSD2.L3K11S48	genus	F1 score	15	0.358974358974359
KSSD2.L3K11S48	genus	Jaccard index	15	0.21875
KSSD2.L3K11S48	genus	Taxon counts	15	21.0
KSSD2.L3K11S48	species	True positives	15	19.0
KSSD2.L3K11S48	species	False negatives	15	100.0
KSSD2.L3K11S48	species	False positives	15	19.0
KSSD2.L3K11S48	species	Completeness	15	0.15966386554621848
KSSD2.L3K11S48	species	Purity	15	0.5
KSSD2.L3K11S48	species	F1 score	15	0.24203821656050953
KSSD2.L3K11S48	species	Jaccard index	15	0.13768115942028986
KSSD2.L3K11S48	species	Taxon counts	15	38.0
KSSD2.L3K11S48	strain	True positives	15	0.0
KSSD2.L3K11S48	strain	False negatives	15	200.0
KSSD2.L3K11S48	strain	False positives	15	0.0
KSSD2.L3K11S48	strain	Completeness	15	0.0
KSSD2.L3K11S48	strain	Purity	15	0.0
KSSD2.L3K11S48	strain	Jaccard index	15	0.0
KSSD2.L3K11S48	strain	Taxon counts	15	0.0
KSSD2.L3K11S48	superkingdom	L1 norm error	15	0.019790000000000044
KSSD2.L3K11S48	phylum	L1 norm error	15	0.036844000000000064
KSSD2.L3K11S48	class	L1 norm error	15	0.340486
KSSD2.L3K11S48	order	L1 norm error	15	0.372396
KSSD2.L3K11S48	family	L1 norm error	15	0.3547460000000003
KSSD2.L3K11S48	genus	L1 norm error	15	0.2896440000000002
KSSD2.L3K11S48	species	L1 norm error	15	0.9868170000000006
KSSD2.L3K11S48	na	Weighted UniFrac error	15	3.7998915653343337
KSSD2.L3K11S48	na	Unweighted UniFrac error	15	1529.9994060059996
KSSD2.L3K11S48	superkingdom	Bray-Curtis distance	17	0.009729999999999994
KSSD2.L3K11S48	phylum	Bray-Curtis distance	17	0.020657592959168372
KSSD2.L3K11S48	class	Bray-Curtis distance	17	0.18420948665028697
KSSD2.L3K11S48	order	Bray-Curtis distance	17	0.2179699766974367
KSSD2.L3K11S48	family	Bray-Curtis distance	17	0.23795061282436006
KSSD2.L3K11S48	genus	Bray-Curtis distance	17	0.21340856697117727
KSSD2.L3K11S48	species	Bray-Curtis distance	17	0.5612920192311728
KSSD2.L3K11S48	superkingdom	Shannon diversity	17	0.0
KSSD2.L3K11S48	superkingdom	Shannon equitability	17	0.0
KSSD2.L3K11S48	phylum	Shannon diversity	17	0.6305806191158666
KSSD2.L3K11S48	phylum	Shannon equitability	17	0.4548677660395765
KSSD2.L3K11S48	class	Shannon diversity	17	1.3437525599616205
KSSD2.L3K11S48	class	Shannon equitability	17	0.7499625831700225
KSSD2.L3K11S48	order	Shannon diversity	17	1.355087536581826
KSSD2.L3K11S48	order	Shannon equitability	17	0.5885070396333579
KSSD2.L3K11S48	family	Shannon diversity	17	1.6711445461475518
KSSD2.L3K11S48	family	Shannon equitability	17	0.6171024988633428
KSSD2.L3K11S48	genus	Shannon diversity	17	1.713295710821531
KSSD2.L3K11S48	genus	Shannon equitability	17	0.5719121584883686
KSSD2.L3K11S48	species	Shannon diversity	17	2.0344819408526136
KSSD2.L3K11S48	species	Shannon equitability	17	0.5344529351682468
KSSD2.L3K11S48	superkingdom	True positives	17	1.0
KSSD2.L3K11S48	superkingdom	False negatives	17	1.0
KSSD2.L3K11S48	superkingdom	False positives	17	0.0
KSSD2.L3K11S48	superkingdom	Completeness	17	0.5
KSSD2.L3K11S48	superkingdom	Purity	17	1.0
KSSD2.L3K11S48	superkingdom	F1 score	17	0.6666666666666666
KSSD2.L3K11S48	superkingdom	Jaccard index	17	0.5
KSSD2.L3K11S48	superkingdom	Taxon counts	17	1.0
KSSD2.L3K11S48	phylum	True positives	17	4.0
KSSD2.L3K11S48	phylum	False negatives	17	4.0
KSSD2.L3K11S48	phylum	False positives	17	0.0
KSSD2.L3K11S48	phylum	Completeness	17	0.5
KSSD2.L3K11S48	phylum	Purity	17	1.0
KSSD2.L3K11S48	phylum	F1 score	17	0.6666666666666666
KSSD2.L3K11S48	phylum	Jaccard index	17	0.5
KSSD2.L3K11S48	phylum	Taxon counts	17	4.0
KSSD2.L3K11S48	class	True positives	17	6.0
KSSD2.L3K11S48	class	False negatives	17	11.0
KSSD2.L3K11S48	class	False positives	17	0.0
KSSD2.L3K11S48	class	Completeness	17	0.35294117647058826
KSSD2.L3K11S48	class	Purity	17	1.0
KSSD2.L3K11S48	class	F1 score	17	0.5217391304347826
KSSD2.L3K11S48	class	Jaccard index	17	0.35294117647058826
KSSD2.L3K11S48	class	Taxon counts	17	6.0
KSSD2.L3K11S48	order	True positives	17	10.0
KSSD2.L3K11S48	order	False negatives	17	25.0
KSSD2.L3K11S48	order	False positives	17	0.0
KSSD2.L3K11S48	order	Completeness	17	0.2857142857142857
KSSD2.L3K11S48	order	Purity	17	1.0
KSSD2.L3K11S48	order	F1 score	17	0.4444444444444445
KSSD2.L3K11S48	order	Jaccard index	17	0.2857142857142857
KSSD2.L3K11S48	order	Taxon counts	17	10.0
KSSD2.L3K11S48	family	True positives	17	13.0
KSSD2.L3K11S48	family	False negatives	17	39.0
KSSD2.L3K11S48	family	False positives	17	2.0
KSSD2.L3K11S48	family	Completeness	17	0.25
KSSD2.L3K11S48	family	Purity	17	0.8666666666666667
KSSD2.L3K11S48	family	F1 score	17	0.3880597014925373
KSSD2.L3K11S48	family	Jaccard index	17	0.24074074074074073
KSSD2.L3K11S48	family	Taxon counts	17	15.0
KSSD2.L3K11S48	genus	True positives	17	19.0
KSSD2.L3K11S48	genus	False negatives	17	66.0
KSSD2.L3K11S48	genus	False positives	17	1.0
KSSD2.L3K11S48	genus	Completeness	17	0.2235294117647059
KSSD2.L3K11S48	genus	Purity	17	0.95
KSSD2.L3K11S48	genus	F1 score	17	0.3619047619047619
KSSD2.L3K11S48	genus	Jaccard index	17	0.22093023255813954
KSSD2.L3K11S48	genus	Taxon counts	17	20.0
KSSD2.L3K11S48	species	True positives	17	21.0
KSSD2.L3K11S48	species	False negatives	17	84.0
KSSD2.L3K11S48	species	False positives	17	24.0
KSSD2.L3K11S48	species	Completeness	17	0.2
KSSD2.L3K11S48	species	Purity	17	0.4666666666666667
KSSD2.L3K11S48	species	F1 score	17	0.27999999999999997
KSSD2.L3K11S48	species	Jaccard index	17	0.16279069767441862
KSSD2.L3K11S48	species	Taxon counts	17	45.0
KSSD2.L3K11S48	strain	True positives	17	0.0
KSSD2.L3K11S48	strain	False negatives	17	186.0
KSSD2.L3K11S48	strain	False positives	17	0.0
KSSD2.L3K11S48	strain	Completeness	17	0.0
KSSD2.L3K11S48	strain	Purity	17	0.0
KSSD2.L3K11S48	strain	Jaccard index	17	0.0
KSSD2.L3K11S48	strain	Taxon counts	17	0.0
KSSD2.L3K11S48	superkingdom	L1 norm error	17	0.019459999999999988
KSSD2.L3K11S48	phylum	L1 norm error	17	0.041315000000000116
KSSD2.L3K11S48	class	L1 norm error	17	0.36835100000000004
KSSD2.L3K11S48	order	L1 norm error	17	0.43589199999999984
KSSD2.L3K11S48	family	L1 norm error	17	0.47165000000000007
KSSD2.L3K11S48	genus	L1 norm error	17	0.4169439999999999
KSSD2.L3K11S48	species	L1 norm error	17	0.8025140000000002
KSSD2.L3K11S48	na	Weighted UniFrac error	17	3.7775160000000008
KSSD2.L3K11S48	na	Unweighted UniFrac error	17	1300.9989390000012
KSSD2.L3K11S48	superkingdom	Bray-Curtis distance	18	0.009330000000000034
KSSD2.L3K11S48	phylum	Bray-Curtis distance	18	0.04077900000000002
KSSD2.L3K11S48	class	Bray-Curtis distance	18	0.14378246568957664
KSSD2.L3K11S48	order	Bray-Curtis distance	18	0.17917051456216995
KSSD2.L3K11S48	family	Bray-Curtis distance	18	0.18330266929908742
KSSD2.L3K11S48	genus	Bray-Curtis distance	18	0.15917114319376058
KSSD2.L3K11S48	species	Bray-Curtis distance	18	0.5032784047777077
KSSD2.L3K11S48	superkingdom	Shannon diversity	18	0.0
KSSD2.L3K11S48	superkingdom	Shannon equitability	18	0.0
KSSD2.L3K11S48	phylum	Shannon diversity	18	0.6662702549725833
KSSD2.L3K11S48	phylum	Shannon equitability	18	0.41397698527240595
KSSD2.L3K11S48	class	Shannon diversity	18	1.3828986145943039
KSSD2.L3K11S48	class	Shannon equitability	18	0.6293842827258219
KSSD2.L3K11S48	order	Shannon diversity	18	1.4581596853520757
KSSD2.L3K11S48	order	Shannon equitability	18	0.5384537128442399
KSSD2.L3K11S48	family	Shannon diversity	18	1.8039668923221135
KSSD2.L3K11S48	family	Shannon equitability	18	0.6126691383608873
KSSD2.L3K11S48	genus	Shannon diversity	18	1.8890870742669086
KSSD2.L3K11S48	genus	Shannon equitability	18	0.5731737191704885
KSSD2.L3K11S48	species	Shannon diversity	18	2.146792715815318
KSSD2.L3K11S48	species	Shannon equitability	18	0.5381803212936783
KSSD2.L3K11S48	superkingdom	True positives	18	1.0
KSSD2.L3K11S48	superkingdom	False negatives	18	1.0
KSSD2.L3K11S48	superkingdom	False positives	18	0.0
KSSD2.L3K11S48	superkingdom	Completeness	18	0.5
KSSD2.L3K11S48	superkingdom	Purity	18	1.0
KSSD2.L3K11S48	superkingdom	F1 score	18	0.6666666666666666
KSSD2.L3K11S48	superkingdom	Jaccard index	18	0.5
KSSD2.L3K11S48	superkingdom	Taxon counts	18	1.0
KSSD2.L3K11S48	phylum	True positives	18	5.0
KSSD2.L3K11S48	phylum	False negatives	18	4.0
KSSD2.L3K11S48	phylum	False positives	18	0.0
KSSD2.L3K11S48	phylum	Completeness	18	0.5555555555555556
KSSD2.L3K11S48	phylum	Purity	18	1.0
KSSD2.L3K11S48	phylum	F1 score	18	0.7142857142857143
KSSD2.L3K11S48	phylum	Jaccard index	18	0.5555555555555556
KSSD2.L3K11S48	phylum	Taxon counts	18	5.0
KSSD2.L3K11S48	class	True positives	18	9.0
KSSD2.L3K11S48	class	False negatives	18	8.0
KSSD2.L3K11S48	class	False positives	18	0.0
KSSD2.L3K11S48	class	Completeness	18	0.5294117647058824
KSSD2.L3K11S48	class	Purity	18	1.0
KSSD2.L3K11S48	class	F1 score	18	0.6923076923076924
KSSD2.L3K11S48	class	Jaccard index	18	0.5294117647058824
KSSD2.L3K11S48	class	Taxon counts	18	9.0
KSSD2.L3K11S48	order	True positives	18	15.0
KSSD2.L3K11S48	order	False negatives	18	20.0
KSSD2.L3K11S48	order	False positives	18	0.0
KSSD2.L3K11S48	order	Completeness	18	0.42857142857142855
KSSD2.L3K11S48	order	Purity	18	1.0
KSSD2.L3K11S48	order	F1 score	18	0.6
KSSD2.L3K11S48	order	Jaccard index	18	0.42857142857142855
KSSD2.L3K11S48	order	Taxon counts	18	15.0
KSSD2.L3K11S48	family	True positives	18	17.0
KSSD2.L3K11S48	family	False negatives	18	40.0
KSSD2.L3K11S48	family	False positives	18	2.0
KSSD2.L3K11S48	family	Completeness	18	0.2982456140350877
KSSD2.L3K11S48	family	Purity	18	0.8947368421052632
KSSD2.L3K11S48	family	F1 score	18	0.44736842105263164
KSSD2.L3K11S48	family	Jaccard index	18	0.288135593220339
KSSD2.L3K11S48	family	Taxon counts	18	19.0
KSSD2.L3K11S48	genus	True positives	18	26.0
KSSD2.L3K11S48	genus	False negatives	18	65.0
KSSD2.L3K11S48	genus	False positives	18	1.0
KSSD2.L3K11S48	genus	Completeness	18	0.2857142857142857
KSSD2.L3K11S48	genus	Purity	18	0.9629629629629629
KSSD2.L3K11S48	genus	F1 score	18	0.4406779661016949
KSSD2.L3K11S48	genus	Jaccard index	18	0.2826086956521739
KSSD2.L3K11S48	genus	Taxon counts	18	27.0
KSSD2.L3K11S48	species	True positives	18	29.0
KSSD2.L3K11S48	species	False negatives	18	81.0
KSSD2.L3K11S48	species	False positives	18	25.0
KSSD2.L3K11S48	species	Completeness	18	0.2636363636363636
KSSD2.L3K11S48	species	Purity	18	0.5370370370370371
KSSD2.L3K11S48	species	F1 score	18	0.3536585365853659
KSSD2.L3K11S48	species	Jaccard index	18	0.21481481481481482
KSSD2.L3K11S48	species	Taxon counts	18	54.0
KSSD2.L3K11S48	strain	True positives	18	0.0
KSSD2.L3K11S48	strain	False negatives	18	192.0
KSSD2.L3K11S48	strain	False positives	18	0.0
KSSD2.L3K11S48	strain	Completeness	18	0.0
KSSD2.L3K11S48	strain	Purity	18	0.0
KSSD2.L3K11S48	strain	Jaccard index	18	0.0
KSSD2.L3K11S48	strain	Taxon counts	18	0.0
KSSD2.L3K11S48	superkingdom	L1 norm error	18	0.01866000000000007
KSSD2.L3K11S48	phylum	L1 norm error	18	0.08155800000000006
KSSD2.L3K11S48	class	L1 norm error	18	0.28750899999999996
KSSD2.L3K11S48	order	L1 norm error	18	0.3583430000000001
KSSD2.L3K11S48	family	L1 norm error	18	0.3598620000000001
